BV_LSTM,seq_len_LSTM,ti_train_LSTM,tf_train_LSTM,ti_test_LSTM,tf_test_LSTM,NSE_train_LSTM,MAE_train_LSTM,NSE_val_LSTM,MAE_val_LSTM,NSE_test_LSTM,MAE_test_LSTM,training_finished_LSTM,epoch_LSTM,loss_fonction_LSTM,training_time_LSTM,nom_LSTM,BV_GR4J,param_final_GR4J,temps_calibration_GR4J,NSE_calibration_GR4J,ti_train_GR4J,tf_train_GR4J,ti_test_GR4J,tf_test_GR4J,NSE_test_GR4J,MAE_test_GR4J,training_finished_GR4J,BV,mean_precip,min_precip,max_precip,mean_ETP,min_ETP,max_ETP,mean_flow_mm,min_flow_mm,max_flow_mm,mean_precipitation,min_precipitation,max_precipitation,mean_evapotranspiration,min_evapotranspiration,max_evapotranspiration,training_time_norm_LSTM,best_MAE_val_LSTM,best_NSE_val_LSTM
E6456510,30,1997-01-30,2004-11-02,2008-05-10,2012-12-31,0.2797556,0.18078266,-2.1351817,0.12893122,-0.9572569,0.11540361,True,99,MAE,60.23630094528198,Loic,E6456510,[ 2.87028992e+03 -9.79079958e+00  7.54007462e+02  1.01039273e+00],0.5478062629699707,0.1613596929744443,1997-01-30,2004-11-02,2008-05-10,2012-12-31,0.2595422965884334,0.0743081321441274,True,E6456510,,,,,,,0.6269067722075637,0.333,1.959,2.352223134839152,0.0,60.468,1.7358254620123204,0.0,5.024,60.23630094528198,False,False
E6456510,30,1997-01-30,2004-11-02,2008-05-10,2012-12-31,0.30596137,0.19093058,-4.964831,0.20740524,-3.52316,0.19173096,True,100,NSE,61.30608248710632,Loic,E6456510,[ 2.87028992e+03 -9.79079958e+00  7.54007462e+02  1.01039273e+00],0.5478062629699707,0.1613596929744443,1997-01-30,2004-11-02,2008-05-10,2012-12-31,0.2595422965884334,0.0743081321441274,True,E6456510,,,,,,,0.6269067722075637,0.333,1.959,2.352223134839152,0.0,60.468,1.7358254620123204,0.0,5.024,61.30608248710632,False,False
H2322010,7,1997-01-07,2005-01-04,2008-03-17,2012-12-31,0.65905464,0.32403758,0.37725753,0.46369115,0.5689444,0.353934,True,165,MAE,43.7666699886322,Loic,H2322010,[239.02900656  -1.46114357  36.48044078   1.56865162],0.4433605670928955,0.3890707215892576,1997-01-30,2005-01-16,2008-03-24,2012-12-31,0.8462830897545995,0.2057924784096108,True,H2322010,,,,,,,0.67277315528163,0.001,22.373,2.42395311430527,0.0,53.887,1.8202014031485283,0.0,5.49,43.7666699886322,True,False
H2322010,7,1997-01-07,2005-01-04,2008-03-17,2012-12-31,0.71527493,0.35644487,0.34806335,0.4749212,0.59312594,0.36776474,True,111,NSE,29.529619216918945,Loic,H2322010,[239.02900656  -1.46114357  36.48044078   1.56865162],0.4433605670928955,0.3890707215892576,1997-01-30,2005-01-16,2008-03-24,2012-12-31,0.8462830897545995,0.2057924784096108,True,H2322010,,,,,,,0.67277315528163,0.001,22.373,2.42395311430527,0.0,53.887,1.8202014031485283,0.0,5.49,29.529619216918945,True,False
H2322010,15,1997-01-15,2005-01-08,2008-03-19,2012-12-31,0.90105927,0.17536901,0.5074625,0.36429074,0.6534941,0.29391176,True,182,MAE,69.97554659843445,Loic,H2322010,[239.02900656  -1.46114357  36.48044078   1.56865162],0.4433605670928955,0.3890707215892576,1997-01-30,2005-01-16,2008-03-24,2012-12-31,0.8462830897545995,0.2057924784096108,True,H2322010,,,,,,,0.67277315528163,0.001,22.373,2.42395311430527,0.0,53.887,1.8202014031485283,0.0,5.49,69.97554659843445,False,False
H2322010,15,1997-01-15,2005-01-08,2008-03-19,2012-12-31,0.92493296,0.19443636,0.4781689,0.36111045,0.6342058,0.30294567,True,210,NSE,83.51907777786255,Loic,H2322010,[239.02900656  -1.46114357  36.48044078   1.56865162],0.4433605670928955,0.3890707215892576,1997-01-30,2005-01-16,2008-03-24,2012-12-31,0.8462830897545995,0.2057924784096108,True,H2322010,,,,,,,0.67277315528163,0.001,22.373,2.42395311430527,0.0,53.887,1.8202014031485283,0.0,5.49,83.51907777786255,False,False
H2322010,30,1997-01-30,2005-01-16,2008-03-24,2012-12-31,0.90466756,0.1349839,0.6462897,0.3071788,0.7368131,0.23180784,True,179,MAE,94.2019453048706,Loic,H2322010,[239.02900656  -1.46114357  36.48044078   1.56865162],0.4433605670928955,0.3890707215892576,1997-01-30,2005-01-16,2008-03-24,2012-12-31,0.8462830897545995,0.2057924784096108,True,H2322010,,,,,,,0.67277315528163,0.001,22.373,2.42395311430527,0.0,53.887,1.8202014031485283,0.0,5.49,94.2019453048706,False,True
H2322010,30,1997-01-30,2005-01-16,2008-03-24,2012-12-31,0.93367505,0.1571512,0.625746,0.3105408,0.7425069,0.24168001,True,153,NSE,97.62177228927612,Loic,H2322010,[239.02900656  -1.46114357  36.48044078   1.56865162],0.4433605670928955,0.3890707215892576,1997-01-30,2005-01-16,2008-03-24,2012-12-31,0.8462830897545995,0.2057924784096108,True,H2322010,,,,,,,0.67277315528163,0.001,22.373,2.42395311430527,0.0,53.887,1.8202014031485283,0.0,5.49,97.62177228927612,False,True
H5083050,7,1997-01-07,2005-02-15,2008-04-11,2012-12-31,0.8202323,0.3417684,0.5899488,0.42818823,0.41147298,0.4120451,True,329,MAE,87.11571407318115,Loic,H5083050,[147.29453491  -1.70290229 122.39047465   2.15216767],0.4818644523620605,0.4503070962133972,1997-01-30,2005-02-27,2008-04-18,2012-12-31,0.9098063125241656,0.1715865318059579,True,H5083050,,,,,,,0.9279489317352788,0.034,7.907,2.5396437371663243,0.0,59.33,1.8205220739219712,0.0,5.524,87.11571407318115,True,False
H5083050,7,1997-01-07,2005-02-15,2008-04-11,2012-12-31,0.8347234,0.37001142,0.55007386,0.45661834,0.29962426,0.46180755,True,264,NSE,70.28154277801514,Loic,H5083050,[147.29453491  -1.70290229 122.39047465   2.15216767],0.4818644523620605,0.4503070962133972,1997-01-30,2005-02-27,2008-04-18,2012-12-31,0.9098063125241656,0.1715865318059579,True,H5083050,,,,,,,0.9279489317352788,0.034,7.907,2.5396437371663243,0.0,59.33,1.8205220739219712,0.0,5.524,70.28154277801514,True,False
H5083050,15,1997-01-15,2005-02-19,2008-04-14,2012-12-31,0.9059678,0.261849,0.75371855,0.31614563,0.4875484,0.36871073,True,160,MAE,65.35318493843079,Loic,H5083050,[147.29453491  -1.70290229 122.39047465   2.15216767],0.4818644523620605,0.4503070962133972,1997-01-30,2005-02-27,2008-04-18,2012-12-31,0.9098063125241656,0.1715865318059579,True,H5083050,,,,,,,0.9279489317352788,0.034,7.907,2.5396437371663243,0.0,59.33,1.8205220739219712,0.0,5.524,65.35318493843079,False,False
H5083050,15,1997-01-15,2005-02-19,2008-04-14,2012-12-31,0.9153049,0.26710433,0.6882825,0.35381114,0.52302194,0.36375692,True,149,NSE,58.74578523635864,Loic,H5083050,[147.29453491  -1.70290229 122.39047465   2.15216767],0.4818644523620605,0.4503070962133972,1997-01-30,2005-02-27,2008-04-18,2012-12-31,0.9098063125241656,0.1715865318059579,True,H5083050,,,,,,,0.9279489317352788,0.034,7.907,2.5396437371663243,0.0,59.33,1.8205220739219712,0.0,5.524,58.74578523635864,False,False
H5083050,30,1997-01-30,2005-02-27,2008-04-18,2012-12-31,0.9736829,0.13412863,0.8381857,0.25356862,0.7471773,0.27007127,True,189,MAE,123.89255928993224,Loic,H5083050,[147.29453491  -1.70290229 122.39047465   2.15216767],0.4818644523620605,0.4503070962133972,1997-01-30,2005-02-27,2008-04-18,2012-12-31,0.9098063125241656,0.1715865318059579,True,H5083050,,,,,,,0.9279489317352788,0.034,7.907,2.5396437371663243,0.0,59.33,1.8205220739219712,0.0,5.524,123.89255928993224,False,True
H5083050,30,1997-01-30,2005-02-27,2008-04-18,2012-12-31,0.9734337,0.15071268,0.8631639,0.23151952,0.7481021,0.27777317,True,199,NSE,120.4728262424469,Loic,H5083050,[147.29453491  -1.70290229 122.39047465   2.15216767],0.4818644523620605,0.4503070962133972,1997-01-30,2005-02-27,2008-04-18,2012-12-31,0.9098063125241656,0.1715865318059579,True,H5083050,,,,,,,0.9279489317352788,0.034,7.907,2.5396437371663243,0.0,59.33,1.8205220739219712,0.0,5.524,120.4728262424469,False,True
H6233020,7,1997-01-07,2005-01-03,2008-03-16,2012-12-31,0.7591275,0.5003763,0.7300335,0.42366764,0.43015993,0.49697012,True,187,MAE,44.57847785949707,Loic,H6233020,[2.39846707e+02 1.10221968e-01 3.80918367e+01 1.57357357e+00],0.3778176307678222,0.6677664649209788,1997-01-30,2005-01-14,2008-03-23,2012-12-31,0.8046141748129644,0.2882121440119664,True,H6233020,,,,,,,1.1037485880540818,0.08,19.702,2.5712366529774124,0.0,47.038,1.762165126625599,0.0,5.318,44.57847785949707,True,False
H6233020,7,1997-01-07,2005-01-03,2008-03-16,2012-12-31,0.7588147,0.54879445,0.7549325,0.43716222,0.52960336,0.504073,True,143,NSE,38.17874383926392,Loic,H6233020,[2.39846707e+02 1.10221968e-01 3.80918367e+01 1.57357357e+00],0.3778176307678222,0.6677664649209788,1997-01-30,2005-01-14,2008-03-23,2012-12-31,0.8046141748129644,0.2882121440119664,True,H6233020,,,,,,,1.1037485880540818,0.08,19.702,2.5712366529774124,0.0,47.038,1.762165126625599,0.0,5.318,38.17874383926392,True,False
H6233020,15,1997-01-15,2005-01-07,2008-03-18,2012-12-31,0.8865894,0.30655545,0.7869935,0.35936782,0.493864,0.46533108,True,176,MAE,68.3596761226654,Loic,H6233020,[2.39846707e+02 1.10221968e-01 3.80918367e+01 1.57357357e+00],0.3778176307678222,0.6677664649209788,1997-01-30,2005-01-14,2008-03-23,2012-12-31,0.8046141748129644,0.2882121440119664,True,H6233020,,,,,,,1.1037485880540818,0.08,19.702,2.5712366529774124,0.0,47.038,1.762165126625599,0.0,5.318,68.3596761226654,False,False
H6233020,15,1997-01-15,2005-01-07,2008-03-18,2012-12-31,0.8612416,0.41552696,0.73275137,0.42651832,0.44541645,0.52432466,True,138,NSE,53.9343159198761,Loic,H6233020,[2.39846707e+02 1.10221968e-01 3.80918367e+01 1.57357357e+00],0.3778176307678222,0.6677664649209788,1997-01-30,2005-01-14,2008-03-23,2012-12-31,0.8046141748129644,0.2882121440119664,True,H6233020,,,,,,,1.1037485880540818,0.08,19.702,2.5712366529774124,0.0,47.038,1.762165126625599,0.0,5.318,53.9343159198761,False,False
H6233020,30,1997-01-30,2005-01-14,2008-03-23,2012-12-31,0.88712204,0.27699044,0.8504735,0.28696632,0.6225014,0.4001382,True,150,MAE,91.551246881485,Loic,H6233020,[2.39846707e+02 1.10221968e-01 3.80918367e+01 1.57357357e+00],0.3778176307678222,0.6677664649209788,1997-01-30,2005-01-14,2008-03-23,2012-12-31,0.8046141748129644,0.2882121440119664,True,H6233020,,,,,,,1.1037485880540818,0.08,19.702,2.5712366529774124,0.0,47.038,1.762165126625599,0.0,5.318,91.551246881485,False,True
H6233020,30,1997-01-30,2005-01-14,2008-03-23,2012-12-31,0.93384916,0.29957876,0.83058316,0.359236,0.5084884,0.47687107,True,132,NSE,71.13274598121643,Loic,H6233020,[2.39846707e+02 1.10221968e-01 3.80918367e+01 1.57357357e+00],0.3778176307678222,0.6677664649209788,1997-01-30,2005-01-14,2008-03-23,2012-12-31,0.8046141748129644,0.2882121440119664,True,H6233020,,,,,,,1.1037485880540818,0.08,19.702,2.5712366529774124,0.0,47.038,1.762165126625599,0.0,5.318,71.13274598121643,False,True
H7813010,7,1997-01-07,2004-04-26,2007-03-31,2011-08-16,0.28342032,0.119947985,-4.2662497,0.13045865,-5.5776324,0.14508675,True,99,MAE,15.737122535705566,Loic,H7813010,[ 1.11911663e+04 -1.54929995e+00  4.91814269e+01  1.19982370e+00],0.7001450061798096,0.0989909800465229,1997-01-30,2004-05-07,2007-04-07,2011-08-16,-3.435646574970563,0.1219304537689792,True,H7813010,,,,,,,0.3700607196401799,0.194,1.393,1.9841786447638603,0.0,48.189,1.851157084188912,0.0,5.317,15.737122535705568,False,True
H7813010,7,1997-01-07,2004-04-26,2007-03-31,2011-08-16,0.33877522,0.1271087,-6.350949,0.16551946,-7.8837852,0.17975883,True,99,NSE,16.28184938430786,Loic,H7813010,[ 1.11911663e+04 -1.54929995e+00  4.91814269e+01  1.19982370e+00],0.7001450061798096,0.0989909800465229,1997-01-30,2004-05-07,2007-04-07,2011-08-16,-3.435646574970563,0.1219304537689792,True,H7813010,,,,,,,0.3700607196401799,0.194,1.393,1.9841786447638603,0.0,48.189,1.851157084188912,0.0,5.317,16.28184938430786,False,True
H7813010,15,1997-01-15,2004-04-30,2007-04-03,2011-08-16,0.38990134,0.11037273,-5.9499445,0.14161149,-6.9342265,0.15364581,True,117,MAE,31.870685338974,Loic,H7813010,[ 1.11911663e+04 -1.54929995e+00  4.91814269e+01  1.19982370e+00],0.7001450061798096,0.0989909800465229,1997-01-30,2004-05-07,2007-04-07,2011-08-16,-3.435646574970563,0.1219304537689792,True,H7813010,,,,,,,0.3700607196401799,0.194,1.393,1.9841786447638603,0.0,48.189,1.851157084188912,0.0,5.317,31.870685338974,False,False
H7813010,15,1997-01-15,2004-04-30,2007-04-03,2011-08-16,0.45155716,0.119239,-7.1894636,0.17219111,-8.919459,0.18878527,True,99,NSE,28.17748785018921,Loic,H7813010,[ 1.11911663e+04 -1.54929995e+00  4.91814269e+01  1.19982370e+00],0.7001450061798096,0.0989909800465229,1997-01-30,2004-05-07,2007-04-07,2011-08-16,-3.435646574970563,0.1219304537689792,True,H7813010,,,,,,,0.3700607196401799,0.194,1.393,1.9841786447638603,0.0,48.189,1.851157084188912,0.0,5.317,28.17748785018921,False,False
H7813010,30,1997-01-30,2004-05-07,2007-04-07,2011-08-16,0.68461967,0.08271952,-7.4683714,0.16021392,-6.637202,0.15737554,True,100,MAE,47.2125039100647,Loic,H7813010,[ 1.11911663e+04 -1.54929995e+00  4.91814269e+01  1.19982370e+00],0.7001450061798096,0.0989909800465229,1997-01-30,2004-05-07,2007-04-07,2011-08-16,-3.435646574970563,0.1219304537689792,True,H7813010,,,,,,,0.3700607196401799,0.194,1.393,1.9841786447638603,0.0,48.189,1.851157084188912,0.0,5.317,47.2125039100647,True,False
H7813010,30,1997-01-30,2004-05-07,2007-04-07,2011-08-16,0.6328627,0.095832825,-10.666719,0.18901789,-9.201993,0.18621168,True,100,NSE,47.63342142105103,Loic,H7813010,[ 1.11911663e+04 -1.54929995e+00  4.91814269e+01  1.19982370e+00],0.7001450061798096,0.0989909800465229,1997-01-30,2004-05-07,2007-04-07,2011-08-16,-3.435646574970563,0.1219304537689792,True,H7813010,,,,,,,0.3700607196401799,0.194,1.393,1.9841786447638603,0.0,48.189,1.851157084188912,0.0,5.317,47.63342142105103,True,False
I0113010,7,1997-01-07,2005-01-25,2008-03-26,2012-12-31,0.59025884,0.23672885,0.22192705,0.18890406,-0.62186766,0.19080709,True,205,MAE,35.70759630203247,Loic,I0113010,[ 1.49517719e+03 -8.88105982e-01  5.68263428e+01  1.43693694e+00],0.360623836517334,0.3338568463365301,1997-02-14,2005-01-29,2008-03-29,2012-12-31,0.3819760835864465,0.159138311622509,True,I0113010,,,,,,,0.6785064912584386,0.306,8.989,2.276977412731006,0.0,41.025,1.734315537303217,0.0,5.353,35.70759630203247,False,True
I0113010,7,1997-01-07,2005-01-25,2008-03-26,2012-12-31,0.5785074,0.25781107,0.16691077,0.19630297,-0.99517,0.20788118,True,127,NSE,22.159851551055908,Loic,I0113010,[ 1.49517719e+03 -8.88105982e-01  5.68263428e+01  1.43693694e+00],0.360623836517334,0.3338568463365301,1997-02-14,2005-01-29,2008-03-29,2012-12-31,0.3819760835864465,0.159138311622509,True,I0113010,,,,,,,0.6785064912584386,0.306,8.989,2.276977412731006,0.0,41.025,1.734315537303217,0.0,5.353,22.159851551055908,False,True
I0113010,15,1997-02-14,2005-01-29,2008-03-29,2012-12-31,0.7932067,0.18177772,0.12235373,0.1956489,-0.8087958,0.19799805,True,154,MAE,45.08989357948303,Loic,I0113010,[ 1.49517719e+03 -8.88105982e-01  5.68263428e+01  1.43693694e+00],0.360623836517334,0.3338568463365301,1997-02-14,2005-01-29,2008-03-29,2012-12-31,0.3819760835864465,0.159138311622509,True,I0113010,,,,,,,0.6785064912584386,0.306,8.989,2.276977412731006,0.0,41.025,1.734315537303217,0.0,5.353,45.08989357948303,True,False
I0113010,15,1997-02-14,2005-01-29,2008-03-29,2012-12-31,0.8430447,0.1837498,0.017163217,0.22950108,-1.3265715,0.23229045,True,182,NSE,54.84921717643738,Loic,I0113010,[ 1.49517719e+03 -8.88105982e-01  5.68263428e+01  1.43693694e+00],0.360623836517334,0.3338568463365301,1997-02-14,2005-01-29,2008-03-29,2012-12-31,0.3819760835864465,0.159138311622509,True,I0113010,,,,,,,0.6785064912584386,0.306,8.989,2.276977412731006,0.0,41.025,1.734315537303217,0.0,5.353,54.84921717643738,True,False
I0113010,30,1997-02-14,2005-01-29,2008-03-29,2012-12-31,0.8211577,0.16085394,-0.01165545,0.22236352,-0.728091,0.21060102,True,134,MAE,72.8576033115387,Loic,I0113010,[ 1.49517719e+03 -8.88105982e-01  5.68263428e+01  1.43693694e+00],0.360623836517334,0.3338568463365301,1997-02-14,2005-01-29,2008-03-29,2012-12-31,0.3819760835864465,0.159138311622509,True,I0113010,,,,,,,0.6785064912584386,0.306,8.989,2.276977412731006,0.0,41.025,1.734315537303217,0.0,5.353,72.8576033115387,False,False
I0113010,30,1997-02-14,2005-01-29,2008-03-29,2012-12-31,0.8801353,0.15501368,-0.0048134327,0.216047,-0.42029083,0.2052657,True,147,NSE,84.27926921844482,Loic,I0113010,[ 1.49517719e+03 -8.88105982e-01  5.68263428e+01  1.43693694e+00],0.360623836517334,0.3338568463365301,1997-02-14,2005-01-29,2008-03-29,2012-12-31,0.3819760835864465,0.159138311622509,True,I0113010,,,,,,,0.6785064912584386,0.306,8.989,2.276977412731006,0.0,41.025,1.734315537303217,0.0,5.353,84.27926921844482,False,False
I7222020,7,1997-01-07,2004-09-08,2008-07-06,2012-12-31,0.80599254,0.57794887,0.4293204,0.62712824,0.74582404,0.5804778,True,132,MAE,27.26254153251648,Loic,I7222020,[186.79280352   0.30452029  96.54410977   2.11036036],0.4101557731628418,0.6002375589514831,1997-01-30,2004-09-20,2008-07-12,2012-12-31,0.9357025630729277,0.2752730417396257,True,I7222020,,,,,,,1.4776984540882845,0.019,19.096,2.9403208418891174,0.0,54.019,1.778488535249829,0.0,5.246,27.26254153251648,True,False
I7222020,7,1997-01-07,2004-09-08,2008-07-06,2012-12-31,0.9003394,0.4811049,0.43773115,0.63984805,0.679574,0.6621441,True,379,NSE,93.05171513557434,Loic,I7222020,[186.79280352   0.30452029  96.54410977   2.11036036],0.4101557731628418,0.6002375589514831,1997-01-30,2004-09-20,2008-07-12,2012-12-31,0.9357025630729277,0.2752730417396257,True,I7222020,,,,,,,1.4776984540882845,0.019,19.096,2.9403208418891174,0.0,54.019,1.778488535249829,0.0,5.246,93.05171513557434,True,False
I7222020,15,1997-01-15,2004-09-12,2008-07-08,2012-12-31,0.9190314,0.35481107,0.6617459,0.45849773,0.84626216,0.4562525,True,142,MAE,50.93683624267578,Loic,I7222020,[186.79280352   0.30452029  96.54410977   2.11036036],0.4101557731628418,0.6002375589514831,1997-01-30,2004-09-20,2008-07-12,2012-12-31,0.9357025630729277,0.2752730417396257,True,I7222020,,,,,,,1.4776984540882845,0.019,19.096,2.9403208418891174,0.0,54.019,1.778488535249829,0.0,5.246,50.93683624267578,False,False
I7222020,15,1997-01-15,2004-09-12,2008-07-08,2012-12-31,0.9313239,0.38559437,0.712435,0.45042288,0.82673126,0.4925048,True,163,NSE,59.260204553604126,Loic,I7222020,[186.79280352   0.30452029  96.54410977   2.11036036],0.4101557731628418,0.6002375589514831,1997-01-30,2004-09-20,2008-07-12,2012-12-31,0.9357025630729277,0.2752730417396257,True,I7222020,,,,,,,1.4776984540882845,0.019,19.096,2.9403208418891174,0.0,54.019,1.778488535249829,0.0,5.246,59.260204553604126,False,False
I7222020,30,1997-01-30,2004-09-20,2008-07-12,2012-12-31,0.97119904,0.22218308,0.7367469,0.39746752,0.85358685,0.40778896,True,146,MAE,83.07071375846863,Loic,I7222020,[186.79280352   0.30452029  96.54410977   2.11036036],0.4101557731628418,0.6002375589514831,1997-01-30,2004-09-20,2008-07-12,2012-12-31,0.9357025630729277,0.2752730417396257,True,I7222020,,,,,,,1.4776984540882845,0.019,19.096,2.9403208418891174,0.0,54.019,1.778488535249829,0.0,5.246,83.07071375846863,False,True
I7222020,30,1997-01-30,2004-09-20,2008-07-12,2012-12-31,0.97142065,0.24607047,0.73147464,0.40986305,0.8567015,0.41958243,True,139,NSE,84.4599220752716,Loic,I7222020,[186.79280352   0.30452029  96.54410977   2.11036036],0.4101557731628418,0.6002375589514831,1997-01-30,2004-09-20,2008-07-12,2012-12-31,0.9357025630729277,0.2752730417396257,True,I7222020,,,,,,,1.4776984540882845,0.019,19.096,2.9403208418891174,0.0,54.019,1.778488535249829,0.0,5.246,84.4599220752716,False,True
J5704810,7,1997-01-07,2005-01-29,2008-04-01,2012-12-31,0.6167724,0.78141135,0.25728178,0.8149494,0.39672583,0.7126774,True,106,MAE,28.520623922348022,Loic,J5704810,[242.25720686  -2.97339665 528.47737788   1.06606607],0.5801644325256348,0.4589115942284045,1997-01-30,2005-02-10,2008-04-08,2012-12-31,0.8986651608329661,0.246266179464709,True,J5704810,,,,,,,1.552007430447555,0.104,20.162,3.2462031143052705,0.0,79.866,1.8323117727583844,0.0,5.307,28.520623922348022,True,False
J5704810,7,1997-01-07,2005-01-29,2008-04-01,2012-12-31,0.64285886,0.798005,0.3597861,0.8201257,0.37998974,0.72267467,True,145,NSE,38.6531503200531,Loic,J5704810,[242.25720686  -2.97339665 528.47737788   1.06606607],0.5801644325256348,0.4589115942284045,1997-01-30,2005-02-10,2008-04-08,2012-12-31,0.8986651608329661,0.246266179464709,True,J5704810,,,,,,,1.552007430447555,0.104,20.162,3.2462031143052705,0.0,79.866,1.8323117727583844,0.0,5.307,38.6531503200531,True,False
J5704810,15,1997-01-15,2005-02-02,2008-04-04,2012-12-31,0.8769666,0.4171652,0.54000425,0.65095544,0.555345,0.6366063,True,183,MAE,71.00627541542053,Loic,J5704810,[242.25720686  -2.97339665 528.47737788   1.06606607],0.5801644325256348,0.4589115942284045,1997-01-30,2005-02-10,2008-04-08,2012-12-31,0.8986651608329661,0.246266179464709,True,J5704810,,,,,,,1.552007430447555,0.104,20.162,3.2462031143052705,0.0,79.866,1.8323117727583844,0.0,5.307,71.00627541542053,False,False
J5704810,15,1997-01-15,2005-02-02,2008-04-04,2012-12-31,0.8999087,0.44404134,0.48466527,0.71268165,0.48347783,0.6834752,True,225,NSE,90.38759303092957,Loic,J5704810,[242.25720686  -2.97339665 528.47737788   1.06606607],0.5801644325256348,0.4589115942284045,1997-01-30,2005-02-10,2008-04-08,2012-12-31,0.8986651608329661,0.246266179464709,True,J5704810,,,,,,,1.552007430447555,0.104,20.162,3.2462031143052705,0.0,79.866,1.8323117727583844,0.0,5.307,90.38759303092957,False,False
J5704810,30,1997-01-30,2005-02-10,2008-04-08,2012-12-31,0.94869244,0.2608195,0.7644081,0.45668143,0.6449262,0.52472407,True,214,MAE,135.52173709869385,Loic,J5704810,[242.25720686  -2.97339665 528.47737788   1.06606607],0.5801644325256348,0.4589115942284045,1997-01-30,2005-02-10,2008-04-08,2012-12-31,0.8986651608329661,0.246266179464709,True,J5704810,,,,,,,1.552007430447555,0.104,20.162,3.2462031143052705,0.0,79.866,1.8323117727583844,0.0,5.307,135.52173709869385,False,True
J5704810,30,1997-01-30,2005-02-10,2008-04-08,2012-12-31,0.96866035,0.23177008,0.809908,0.45113906,0.74726105,0.46833363,True,267,NSE,140.73948311805725,Loic,J5704810,[242.25720686  -2.97339665 528.47737788   1.06606607],0.5801644325256348,0.4589115942284045,1997-01-30,2005-02-10,2008-04-08,2012-12-31,0.8986651608329661,0.246266179464709,True,J5704810,,,,,,,1.552007430447555,0.104,20.162,3.2462031143052705,0.0,79.866,1.8323117727583844,0.0,5.307,140.73948311805725,False,True
K1284810,7,1997-01-07,2005-01-03,2008-03-16,2012-12-31,0.7662007,0.71998173,0.60685515,0.8479776,0.6052457,0.8015831,True,217,MAE,39.00197696685791,Loic,K1284810,[208.51271029   0.54375355 164.0219073    1.31006006],0.4565427303314209,0.7366054277808205,1997-01-30,2005-01-15,2008-03-23,2012-12-31,0.8930319264089146,0.4569716818375697,True,K1284810,,,,,,,1.8114307718637683,0.05,22.1,3.3258752566735112,0.0,66.573,1.764189767282683,0.0,5.506,39.00197696685791,True,False
K1284810,7,1997-01-07,2005-01-03,2008-03-16,2012-12-31,0.8048212,0.7075515,0.6425315,0.8312304,0.6417494,0.7944523,True,195,NSE,40.81622815132141,Loic,K1284810,[208.51271029   0.54375355 164.0219073    1.31006006],0.4565427303314209,0.7366054277808205,1997-01-30,2005-01-15,2008-03-23,2012-12-31,0.8930319264089146,0.4569716818375697,True,K1284810,,,,,,,1.8114307718637683,0.05,22.1,3.3258752566735112,0.0,66.573,1.764189767282683,0.0,5.506,40.81622815132141,True,False
K1284810,15,1997-01-15,2005-01-07,2008-03-19,2012-12-31,0.9061637,0.43909907,0.7033022,0.64684665,0.80362535,0.57326216,True,198,MAE,78.93909811973572,Loic,K1284810,[208.51271029   0.54375355 164.0219073    1.31006006],0.4565427303314209,0.7366054277808205,1997-01-30,2005-01-15,2008-03-23,2012-12-31,0.8930319264089146,0.4569716818375697,True,K1284810,,,,,,,1.8114307718637683,0.05,22.1,3.3258752566735112,0.0,66.573,1.764189767282683,0.0,5.506,78.93909811973572,False,False
K1284810,15,1997-01-15,2005-01-07,2008-03-19,2012-12-31,0.9137115,0.47987205,0.68103963,0.6418121,0.7791919,0.6032483,True,151,NSE,52.94173860549927,Loic,K1284810,[208.51271029   0.54375355 164.0219073    1.31006006],0.4565427303314209,0.7366054277808205,1997-01-30,2005-01-15,2008-03-23,2012-12-31,0.8930319264089146,0.4569716818375697,True,K1284810,,,,,,,1.8114307718637683,0.05,22.1,3.3258752566735112,0.0,66.573,1.764189767282683,0.0,5.506,52.94173860549927,False,False
K1284810,30,1997-01-30,2005-01-15,2008-03-23,2012-12-31,0.944394,0.29589057,0.8082067,0.52463686,0.81705326,0.51624006,True,153,MAE,91.62653064727785,Loic,K1284810,[208.51271029   0.54375355 164.0219073    1.31006006],0.4565427303314209,0.7366054277808205,1997-01-30,2005-01-15,2008-03-23,2012-12-31,0.8930319264089146,0.4569716818375697,True,K1284810,,,,,,,1.8114307718637683,0.05,22.1,3.3258752566735112,0.0,66.573,1.764189767282683,0.0,5.506,91.62653064727783,False,True
K1284810,30,1997-01-30,2005-01-15,2008-03-23,2012-12-31,0.96297556,0.29059574,0.82432127,0.49866638,0.8221963,0.5231973,True,161,NSE,100.86226677894592,Loic,K1284810,[208.51271029   0.54375355 164.0219073    1.31006006],0.4565427303314209,0.7366054277808205,1997-01-30,2005-01-15,2008-03-23,2012-12-31,0.8930319264089146,0.4569716818375697,True,K1284810,,,,,,,1.8114307718637683,0.05,22.1,3.3258752566735112,0.0,66.573,1.764189767282683,0.0,5.506,100.86226677894592,False,True
K1764020,7,1997-01-07,2005-01-04,2008-03-17,2012-12-31,0.87864447,0.29553887,0.66423213,0.4254599,0.6992969,0.4177189,True,240,MAE,63.03938007354736,Loic,K1764020,[198.34342541  -0.68459423  24.28842744   2.32507508],0.4210836887359619,0.5612598009683796,1997-01-30,2005-01-15,2008-03-24,2012-12-31,0.9021409585922234,0.2558423461620627,True,K1764020,,,,,,,0.8436119479630263,0.001,11.781,2.580743155373032,0.0,57.527,1.8958853524982888,0.0,5.638,63.03938007354736,True,False
