Lon,Lat,CODE,AREA_SQKM_,AREA_SQK_1,STOR_,NEI_F,DEV90_,DEV00_,DEV06_,DEV12_,DEV90,DEV00,DEV06,DEV12,Y2006,Y2009,Y2012,Y2015,lngth,yr_db,yr_fn,Q_DIS,Qm,Pm,ETPm,Arid
4.326359,47.297667,H2322010,266.71,266.68342525339057,0.0,5.652,1.462262382362866,1.559746541187057,1.61223801132316,1.61223801132316,1.353530051366653,1.451014210190844,1.503505680326947,1.503505680326947,0.572353589668594,0.577187811700827,0.584799874007245,0.589022131227454,16.0,1997.0,2012.0,0.999693417750399,0.028040155564269,0.100998053370332,0.075841838901723,0.75092376416788
3.95315,50.05139,D0137020,266.21,266.1763220971681,0.0,3.845769070446019,4.718079711505954,4.770669771984523,5.037376507268697,5.086210134855941,4.624168889222794,4.624168889222794,4.887119191615642,4.913414221854927,1.526746373806046,1.532168382834713,1.538296692479821,1.545263556525346,16.0,1997.0,2012.0,0.982738706365503,0.051768679499893,0.105314636056148,0.071843387876454,0.682178565602015
5.718,46.744869,U3404030,235.56,235.52752967110663,0.0,8.334521263958186,2.080149431142809,2.080149431142809,2.186279504160299,2.215995924605196,1.974019358125318,1.974019358125318,2.080149431142809,2.080149431142809,0.69523445593655,0.697461808238721,0.709503914675362,0.712474312596593,16.0,1997.0,2012.0,0.998702372804016,0.061374993323786,0.165313731167061,0.07229095016256,0.437295495857655
6.038889,48.090008,U0020010,231.2,231.1580232519732,0.0,6.519985331866521,1.241349480968858,1.366782006920415,1.379757785467128,1.379757785467128,1.241349480968858,1.366782006920415,1.379757785467128,1.379757785467128,0.476873161446617,0.477331718290362,0.479027513410625,0.47911749437619,16.0,1997.0,2012.0,0.999935831622177,0.044388786332563,0.11825355455382,0.073819516968971,0.624247759393988
6.388533,47.960862,U0444310,224.54,224.5720120809957,0.0,8.58168245765145,2.885900062349693,2.99723879932306,3.188741426917253,3.188741426917253,2.591965796740002,2.761200676939521,3.037320744633473,3.037320744633473,1.157510749489689,1.159432654936928,1.166742664163499,1.170061023615035,16.0,1997.0,2012.0,0.973484200319416,0.086220903911954,0.1545000428579,0.073217606498118,0.47390023204674
3.094088,46.589093,K3553010,222.63,222.662322559508,0.0,3.340355805243445,1.320576741679019,1.356510802677088,1.477788258545569,1.495755289044603,1.203791043435296,1.239725104433365,1.343035529802812,1.361002560301846,0.506401654172348,0.513434760973174,0.522627202224725,0.523198473734984,16.0,1997.0,2012.0,0.891313027606662,0.016807406045526,0.089285215268903,0.081884384703685,0.917110236244263
1.032182,44.622862,O8394310,219.72,219.70416434433122,0.0,1.153287615974183,0.814673220462407,0.9466593846714,1.001274349171673,1.001274349171673,0.578008374294557,0.641725832878209,0.828326961587475,0.828326961587475,0.48145073343201,0.485581693420504,0.490104084170358,0.492598317393909,16.0,1997.0,2012.0,0.999158681268538,0.015429073514159,0.096816628509625,0.088539690380447,0.914509127339811
-0.335486,43.432529,Q3224010,197.96,197.94319493475498,0.0,0.992396694214876,1.363911901394221,1.439684784805011,1.586179026065872,1.586179026065872,1.363911901394221,1.439684784805011,1.586179026065872,1.586179026065872,0.650587850153783,0.65750302109309,0.703065954806872,0.709714380403109,16.0,1997.0,2012.0,0.999971480720967,0.043522288650944,0.124326133645336,0.090516555348791,0.728057347055686
5.050446,44.900933,V4034020,195.25,195.25964108053606,0.0,5.26676279740447,4.40460947503201,5.024327784891165,5.792573623559539,6.064020486555698,4.276568501920615,4.89628681177977,5.526248399487836,5.797695262483995,2.846781330405284,2.854981645061375,2.863520248774462,2.866871657041952,16.0,1997.0,2012.0,0.998574036048369,0.020873910605603,0.112898467059414,0.083924499907312,0.743362624472068
5.064891,45.17726,W3534020,190.15,190.14917367085184,0.0,4.891593761886648,1.172758348672101,1.546147778069945,1.630291874835656,1.672363923218512,1.172758348672101,1.546147778069945,1.630291874835656,1.672363923218512,1.120967012438967,1.12372281276756,1.161961120075059,1.162798378495501,16.0,1997.0,2012.0,0.98058550079854,0.026059293499792,0.10520445603581,0.083950406207221,0.797973858793905
